commodity_code,commodity_title,example,onet_soc_code,title
27111803,Squares,Squares,49-3011.00,Aircraft Mechanics and Service Technicians
27111901,Cold chisels,Straight chisels,49-3011.00,Aircraft Mechanics and Service Technicians
27111507,Metal cutters,Straight cut aviation snips,49-3011.00,Aircraft Mechanics and Service Technicians
43211509,Tablet computers,Tablet computers,49-3011.00,Aircraft Mechanics and Service Technicians
27111505,Punches or nail sets or drifts,Taper punches,49-3011.00,Aircraft Mechanics and Service Technicians
44111809,Templates,Templates,49-3011.00,Aircraft Mechanics and Service Technicians
41111921,Speed sensors,Timing lights,49-3011.00,Aircraft Mechanics and Service Technicians
27111715,Torque wrenches,Torque wrenches,49-3011.00,Aircraft Mechanics and Service Technicians
43211713,Touch pads,Touch screens,49-3011.00,Aircraft Mechanics and Service Technicians
25191509,Aircraft pushback or tow tractors,Tow vehicles,49-3011.00,Aircraft Mechanics and Service Technicians
41111804,Ultrasonic examination equipment,Ultrasonic inspection equipment,49-3011.00,Aircraft Mechanics and Service Technicians
25131705,Target or reconnaissance drones,Unmanned aerial vehicles UAV,49-3011.00,Aircraft Mechanics and Service Technicians
27111503,Utility knives,Utility knives,49-3011.00,Aircraft Mechanics and Service Technicians
41111621,Calipers,Vernier calipers,49-3011.00,Aircraft Mechanics and Service Technicians
41114624,Vibration testers,Vibration analyzers,49-3011.00,Aircraft Mechanics and Service Technicians
27112115,Locking pliers,Vise grip pliers,49-3011.00,Aircraft Mechanics and Service Technicians
41113637,Voltage or current meters,Voltmeters,49-3011.00,Aircraft Mechanics and Service Technicians
43211511,Wearable computing devices,Wearable computers,49-3011.00,Aircraft Mechanics and Service Technicians
43211715,Portable data input terminals,Wearable data input systems,49-3011.00,Aircraft Mechanics and Service Technicians
43211511,Wearable computing devices,Wearable point and click devices,49-3011.00,Aircraft Mechanics and Service Technicians
46181804,Goggles,Welding goggles,49-3011.00,Aircraft Mechanics and Service Technicians
27111518,Wire lug crimping tool,Wire crimpers,49-3011.00,Aircraft Mechanics and Service Technicians
27111511,Wire cutters,Wire cutting tools,49-3011.00,Aircraft Mechanics and Service Technicians
27111510,Stripping tools,Wire strippers,49-3011.00,Aircraft Mechanics and Service Technicians
41111808,X ray radiography examination equipment,X ray inspection equipment,49-3011.00,Aircraft Mechanics and Service Technicians
27112107,Adjustable widemouth pliers,Adjustable widemouth pliers,49-3021.00,Automotive Body and Related Repairers
27111707,Adjustable wrenches,Adjustable wrenches,49-3021.00,Automotive Body and Related Repairers
27131504,Pneumatic hammer,Air chisels,49-3021.00,Automotive Body and Related Repairers
40151601,Air compressors,Air compressors,49-3021.00,Automotive Body and Related Repairers
27131504,Pneumatic hammer,Air hammers,49-3021.00,Automotive Body and Related Repairers
41112403,Pressure indicators,Air pressure gauges,49-3021.00,Automotive Body and Related Repairers
25191702,Wheel alignment equipment,Alignment machines,49-3021.00,Automotive Body and Related Repairers
27111803,Squares,Alignment squares,49-3021.00,Automotive Body and Related Repairers
27111603,Anvils,Anvils,49-3021.00,Automotive Body and Related Repairers
23271702,Blow torch,Blow torches,49-3021.00,Automotive Body and Related Repairers
27112709,Power saws,Body saws,49-3021.00,Automotive Body and Related Repairers
27111909,Spatulas,Bondo spreaders,49-3021.00,Automotive Body and Related Repairers
23271821,Welder torch,Brazing equipment,49-3021.00,Automotive Body and Related Repairers
27112702,Power buffers,Buffing machines,49-3021.00,Automotive Body and Related Repairers
41111621,Calipers,Calipers,49-3021.00,Automotive Body and Related Repairers
27111901,Cold chisels,Cold chisels,49-3021.00,Automotive Body and Related Repairers
27141001,Trim or molding tools,Crown spoons,49-3021.00,Automotive Body and Related Repairers
27111602,Hammers,Dent hammers,49-3021.00,Automotive Body and Related Repairers
41112401,Depth gauges,Depth gauges,49-3021.00,Automotive Body and Related Repairers
43211507,Desktop computers,Desktop computers,49-3021.00,Automotive Body and Related Repairers
41111630,Dial indicator or dial gauge,Dial indicators,49-3021.00,Automotive Body and Related Repairers
45121504,Digital cameras,Digital cameras,49-3021.00,Automotive Body and Related Repairers
27141001,Trim or molding tools,Door skin dollies,49-3021.00,Automotive Body and Related Repairers
27111501,Knife blades,Double-edged blades,49-3021.00,Automotive Body and Related Repairers
27111507,Metal cutters,Double-edged cutter tools,49-3021.00,Automotive Body and Related Repairers
23241801,Drill press or radial drill,Drill presses,49-3021.00,Automotive Body and Related Repairers
41111617,Feeler gauges,Feeler gauges,49-3021.00,Automotive Body and Related Repairers
39101605,Fluorescent lamps,Fluorescent lights,49-3021.00,Automotive Body and Related Repairers
27111506,Shears,Foot shears,49-3021.00,Automotive Body and Related Repairers
25191702,Wheel alignment equipment,Frame alignment equipment,49-3021.00,Automotive Body and Related Repairers
23271707,Gas welding or brazing or cutting apparatus,Gas arc welding equipment,49-3021.00,Automotive Body and Related Repairers
27141001,Trim or molding tools,General purpose spoons,49-3021.00,Automotive Body and Related Repairers
27112901,Grease guns,Grease guns,49-3021.00,Automotive Body and Related Repairers
27112704,Power grinders,Grinders,49-3021.00,Automotive Body and Related Repairers
23251502,Manual press brake,Hand brakes,49-3021.00,Automotive Body and Related Repairers
27111506,Shears,Hand shears,49-3021.00,Automotive Body and Related Repairers
27141001,Trim or molding tools,Heavy duty inside spoons,49-3021.00,Automotive Body and Related Repairers
27141001,Trim or molding tools,Heel dollies,49-3021.00,Automotive Body and Related Repairers
41111614,Height gauges,Height gauges,49-3021.00,Automotive Body and Related Repairers
31211908,Paint sprayers,High velocity low pressure HVLP spray equipment,49-3021.00,Automotive Body and Related Repairers
24101602,Hoists,Hoists,49-3021.00,Automotive Body and Related Repairers
27112717,Heat guns,Hot air guns,49-3021.00,Automotive Body and Related Repairers
24101604,Lifts,Hydraulic automobile lifts,49-3021.00,Automotive Body and Related Repairers
24101630,Workshop cranes,Hydraulic cranes,49-3021.00,Automotive Body and Related Repairers
24101612,Jacks,Hydraulic jacks,49-3021.00,Automotive Body and Related Repairers
27112713,Impact wrenches,Impact wrenches,49-3021.00,Automotive Body and Related Repairers
39101613,Infrared lamps,Infrared IR paint curing units,49-3021.00,Automotive Body and Related Repairers
24101612,Jacks,Jacks,49-3021.00,Automotive Body and Related Repairers
43212105,Laser printers,Laser printers,49-3021.00,Automotive Body and Related Repairers
27112702,Power buffers,Machine polishers,49-3021.00,Automotive Body and Related Repairers
27112708,Power sanders,Media blasters,49-3021.00,Automotive Body and Related Repairers
23271408,Metal inert gas welding machine,Metal inert gas MIG welders,49-3021.00,Automotive Body and Related Repairers
41111601,Micrometers,Micrometers,49-3021.00,Automotive Body and Related Repairers
27111702,Nut drivers,Nut drivers,49-3021.00,Automotive Body and Related Repairers
23271702,Blow torch,Oxyacetylene torches,49-3021.00,Automotive Body and Related Repairers
31211908,Paint sprayers,Paint sprayers,49-3021.00,Automotive Body and Related Repairers
44111801,Stencils or lettering aids,Paint stencils,49-3021.00,Automotive Body and Related Repairers
27111507,Metal cutters,Panel cutters,49-3021.00,Automotive Body and Related Repairers
43211508,Personal computers,Personal computers,49-3021.00,Automotive Body and Related Repairers
27111602,Hammers,Pick hammers,49-3021.00,Automotive Body and Related Repairers
27111712,Pullers,Pick pull rods,49-3021.00,Automotive Body and Related Repairers
41114504,Pitch measuring instruments,Pitch gauges,49-3021.00,Automotive Body and Related Repairers
27131511,Pneumatic grinders,Pneumatic grinders,49-3021.00,Automotive Body and Related Repairers
27131504,Pneumatic hammer,Pneumatic hammers,49-3021.00,Automotive Body and Related Repairers
27111507,Metal cutters,Pneumatic metal cutting guns,49-3021.00,Automotive Body and Related Repairers
27131526,Pneumatic press,Pneumatic panel crimpers,49-3021.00,Automotive Body and Related Repairers
27131504,Pneumatic hammer,Pneumatic smoothing hammers,49-3021.00,Automotive Body and Related Repairers
27112402,Rivet tools,Pop rivet guns,49-3021.00,Automotive Body and Related Repairers
27112702,Power buffers,Portable buffers,49-3021.00,Automotive Body and Related Repairers
23271406,Spot welding machine,Portable welding machines,49-3021.00,Automotive Body and Related Repairers
27112703,Power drills,Power drills,49-3021.00,Automotive Body and Related Repairers
27111505,Punches or nail sets or drifts,Power punches,49-3021.00,Automotive Body and Related Repairers
27112708,Power sanders,Power sanders,49-3021.00,Automotive Body and Related Repairers
27111506,Shears,Power shears,49-3021.00,Automotive Body and Related Repairers
27131507,Pneumatic sanding machines,Pressure feed sandblasters,49-3021.00,Automotive Body and Related Repairers
41112403,Pressure indicators,Pressure gauges,49-3021.00,Automotive Body and Related Repairers
47121805,Pressure or steam cleaners,Pressure washers,49-3021.00,Automotive Body and Related Repairers
27112502,Pry bars,Pry bars,49-3021.00,Automotive Body and Related Repairers
27111712,Pullers,Pull rods,49-3021.00,Automotive Body and Related Repairers
27112804,Stamping dies or punches,Punches,49-3021.00,Automotive Body and Related Repairers
27111711,Ratchets,Ratchets,49-3021.00,Automotive Body and Related Repairers
23271406,Spot welding machine,Resistance spot welding equipment,49-3021.00,Automotive Body and Related Repairers
46182002,Respirators,Respirators,49-3021.00,Automotive Body and Related Repairers
27112402,Rivet tools,Rivet busters,49-3021.00,Automotive Body and Related Repairers
31162603,S hooks,S-hooks,49-3021.00,Automotive Body and Related Repairers
46181802,Safety glasses,Safety glasses,49-3021.00,Automotive Body and Related Repairers
46181504,Protective gloves,Safety gloves,49-3021.00,Automotive Body and Related Repairers
46181710,Protective hood,Safety hoods,49-3021.00,Automotive Body and Related Repairers
23131513,Sanding blocks,Sanding blocks,49-3021.00,Automotive Body and Related Repairers
27111502,Razor knives,Scrapers,49-3021.00,Automotive Body and Related Repairers
27111701,Screwdrivers,Screwdrivers,49-3021.00,Automotive Body and Related Repairers
27111940,Mill saw file,Single-cut mill saw files,49-3021.00,Automotive Body and Related Repairers
27141001,Trim or molding tools,Slapping spoons,49-3021.00,Automotive Body and Related Repairers
27111712,Pullers,Slide hammers,49-3021.00,Automotive Body and Related Repairers
27111703,Socket sets,Socket sets,49-3021.00,Automotive Body and Related Repairers
27111703,Socket sets,Socket wrench sets,49-3021.00,Automotive Body and Related Repairers
23271603,Soldering iron,Soldering equipment,49-3021.00,Automotive Body and Related Repairers
27141001,Trim or molding tools,Spoon dollies,49-3021.00,Automotive Body and Related Repairers
27112839,Chisel bit,Spot weld breakers,49-3021.00,Automotive Body and Related Repairers
23153501,Paint application system,Spray booths,49-3021.00,Automotive Body and Related Repairers
27111907,Wire brushes,Stainless steel brushes,49-3021.00,Automotive Body and Related Repairers
47121805,Pressure or steam cleaners,Steam cleaning equipment,49-3021.00,Automotive Body and Related Repairers
23271712,Welding or soldering kit,Stud welder kits,49-3021.00,Automotive Body and Related Repairers
24101631,Suction cups,Suction cups,49-3021.00,Automotive Body and Related Repairers
27131507,Pneumatic sanding machines,Suction feed sandblasters,49-3021.00,Automotive Body and Related Repairers
27111904,Rasps,Surforms,49-3021.00,Automotive Body and Related Repairers
27111712,Pullers,T pullers,49-3021.00,Automotive Body and Related Repairers
41111646,Telescoping gauge,Telescoping gauges,49-3021.00,Automotive Body and Related Repairers
27141001,Trim or molding tools,Toe dollies,49-3021.00,Automotive Body and Related Repairers
23271407,Tungsten inert gas welding machine,Tungsten inert gas TIG welding equipment,49-3021.00,Automotive Body and Related Repairers
27141001,Trim or molding tools,Universal railroad dollies,49-3021.00,Automotive Body and Related Repairers
41111621,Calipers,Vernier calipers,49-3021.00,Automotive Body and Related Repairers
27112504,Wedges,Wedges,49-3021.00,Automotive Body and Related Repairers
23271709,Welding generator,Weld current controllers,49-3021.00,Automotive Body and Related Repairers
23271810,Welding electrode,Welding electrodes,49-3021.00,Automotive Body and Related Repairers
46181804,Goggles,Welding goggles,49-3021.00,Automotive Body and Related Repairers
46181703,Welding masks,Welding helmets,49-3021.00,Automotive Body and Related Repairers
46181703,Welding masks,Welding hoods,49-3021.00,Automotive Body and Related Repairers
23271711,Welding or cutting tip,Welding tips,49-3021.00,Automotive Body and Related Repairers
27111503,Utility knives,Windshield knives,49-3021.00,Automotive Body and Related Repairers
40151601,Air compressors,Air compressors,49-3022.00,Automotive Glass Installers and Repairers
23201202,Air dryers,Air knives,49-3022.00,Automotive Glass Installers and Repairers
27112302,Awls,Awls,49-3022.00,Automotive Glass Installers and Repairers
27112702,Power buffers,Buffing wheels,49-3022.00,Automotive Glass Installers and Repairers
27112906,Caulking guns,Caulking guns,49-3022.00,Automotive Glass Installers and Repairers
27111901,Cold chisels,Cold chisels,49-3022.00,Automotive Glass Installers and Repairers
27111502,Razor knives,Cold knives,49-3022.00,Automotive Glass Installers and Repairers
27112703,Power drills,Cordless drills,49-3022.00,Automotive Glass Installers and Repairers
27111502,Razor knives,Cut-out knives,49-3022.00,Automotive Glass Installers and Repairers
27111526,Deburring tool,Deburring tools,49-3022.00,Automotive Glass Installers and Repairers
43211507,Desktop computers,Desktop computers,49-3022.00,Automotive Glass Installers and Repairers
27112504,Wedges,Driving wedges,49-3022.00,Automotive Glass Installers and Repairers
47121812,Cleaning scrapers,Gasket scrapers,49-3022.00,Automotive Glass Installers and Repairers
27111514,Glass cutters,Glass cutters,49-3022.00,Automotive Glass Installers and Repairers
27112132,Hold down clamps,Glass holders,49-3022.00,Automotive Glass Installers and Repairers
27111602,Hammers,Hammers,49-3022.00,Automotive Glass Installers and Repairers
31162606,J hooks,Hook tools,49-3022.00,Automotive Glass Installers and Repairers
27111501,Knife blades,Hot knife blades,49-3022.00,Automotive Glass Installers and Repairers
27111503,Utility knives,Hot knives,49-3022.00,Automotive Glass Installers and Repairers
41112202,Heat tracing equipment,Infrared digital thermometers,49-3022.00,Automotive Glass Installers and Repairers
27112904,Resin guns,Injection syringes,49-3022.00,Automotive Glass Installers and Repairers
27111814,Inspection mirror,Inspection mirrors,49-3022.00,Automotive Glass Installers and Repairers
27111501,Knife blades,Knife blades,49-3022.00,Automotive Glass Installers and Repairers
27141001,Trim or molding tools,Lacing tools,49-3022.00,Automotive Glass Installers and Repairers
27111502,Razor knives,Long knives,49-3022.00,Automotive Glass Installers and Repairers
27111801,Tape measures,Measuring tapes,49-3022.00,Automotive Glass Installers and Repairers
27111714,Specialty wrenches,Mirror bracket wrenches,49-3022.00,Automotive Glass Installers and Repairers
27112701,Power blowers,Moisture evaporators,49-3022.00,Automotive Glass Installers and Repairers
41113630,Multimeters,Multimeters,49-3022.00,Automotive Glass Installers and Repairers
27111702,Nut drivers,Nut drivers,49-3022.00,Automotive Glass Installers and Repairers
41113631,Ohmmeters,Ohmmeters,49-3022.00,Automotive Glass Installers and Repairers
27111506,Shears,Oscillating power knives,49-3022.00,Automotive Glass Installers and Repairers
43211508,Personal computers,Personal computers,49-3022.00,Automotive Glass Installers and Repairers
27111701,Screwdrivers,Phillips head screwdrivers,49-3022.00,Automotive Glass Installers and Repairers
27111712,Pullers,Pliers action clip removers,49-3022.00,Automotive Glass Installers and Repairers
27111501,Knife blades,Pneumatic windshield removal blades,49-3022.00,Automotive Glass Installers and Repairers
27112714,Power caulking guns,Power caulking guns,49-3022.00,Automotive Glass Installers and Repairers
23271702,Blow torch,Propane torches,49-3022.00,Automotive Glass Installers and Repairers
27112502,Pry bars,Pry bars,49-3022.00,Automotive Glass Installers and Repairers
27111505,Punches or nail sets or drifts,Punches,49-3022.00,Automotive Glass Installers and Repairers
27111701,Screwdrivers,Ratcheting screwdrivers,49-3022.00,Automotive Glass Installers and Repairers
27111711,Ratchets,Ratchets,49-3022.00,Automotive Glass Installers and Repairers
46181504,Protective gloves,Safety gloves,49-3022.00,Automotive Glass Installers and Repairers
27112303,Scribers,Scribers,49-3022.00,Automotive Glass Installers and Repairers
27111940,Mill saw file,Single-cut mill saw files,49-3022.00,Automotive Glass Installers and Repairers
27111807,Straight edges,Straightedges,49-3022.00,Automotive Glass Installers and Repairers
24101631,Suction cups,Suction cups,49-3022.00,Automotive Glass Installers and Repairers
27111716,Torx keys,Torx wrenches,49-3022.00,Automotive Glass Installers and Repairers
27141001,Trim or molding tools,Trim tools,49-3022.00,Automotive Glass Installers and Repairers
39101616,Ultraviolet UV lamps,Ultraviolet UV curing lamps,49-3022.00,Automotive Glass Installers and Repairers
39101616,Ultraviolet UV lamps,Ultraviolet UV lights,49-3022.00,Automotive Glass Installers and Repairers
27111712,Pullers,Upholstery removal tools,49-3022.00,Automotive Glass Installers and Repairers
27111502,Razor knives,Urethane sealant cutout knives,49-3022.00,Automotive Glass Installers and Repairers
27111503,Utility knives,Utility knives,49-3022.00,Automotive Glass Installers and Repairers
27141001,Trim or molding tools,Windshield molding removal tools,49-3022.00,Automotive Glass Installers and Repairers
27111506,Shears,Windshield removal power knives,49-3022.00,Automotive Glass Installers and Repairers
41113630,Multimeters,2-channel lab scopes,49-3023.00,Automotive Service Technicians and Mechanics
27111602,Hammers,3 pound sledge hammers,49-3023.00,Automotive Service Technicians and Mechanics
27111602,Hammers,5 pound sledge hammers,49-3023.00,Automotive Service Technicians and Mechanics
41113118,Multi gas monitors,5-gas emissions analyzers,49-3023.00,Automotive Service Technicians and Mechanics
27111707,Adjustable wrenches,Adjustable wrenches,49-3023.00,Automotive Service Technicians and Mechanics
27131504,Pneumatic hammer,Air chisels,49-3023.00,Automotive Service Technicians and Mechanics
40151601,Air compressors,Air compressors,49-3023.00,Automotive Service Technicians and Mechanics
40151607,Refrigerant compressors,Air conditioner chargers,49-3023.00,Automotive Service Technicians and Mechanics
27131505,Pneumatic drill,Air drills,49-3023.00,Automotive Service Technicians and Mechanics
27131504,Pneumatic hammer,Air hammers,49-3023.00,Automotive Service Technicians and Mechanics
27131507,Pneumatic sanding machines,Air sanders,49-3023.00,Automotive Service Technicians and Mechanics
27131501,Pneumatic impact wrenches,Air wrenches,49-3023.00,Automotive Service Technicians and Mechanics
27111714,Specialty wrenches,Alignment wrenches,49-3023.00,Automotive Service Technicians and Mechanics
27111710,Hex keys,Allen wrenches,49-3023.00,Automotive Service Technicians and Mechanics
41113637,Voltage or current meters,Alternating current/direct current AC/DC inductive current clamps,49-3023.00,Automotive Service Technicians and Mechanics
41113637,Voltage or current meters,Alternator testers,49-3023.00,Automotive Service Technicians and Mechanics
41113601,Ammeters,Ammeters,49-3023.00,Automotive Service Technicians and Mechanics
27112703,Power drills,Angle drills,49-3023.00,Automotive Service Technicians and Mechanics
27111703,Socket sets,Antenna socket sets,49-3023.00,Automotive Service Technicians and Mechanics
43211905,Organic light emitting displays,Anti-lock braking system ABS/air bag scan tools,49-3023.00,Automotive Service Technicians and Mechanics
40151502,Vacuum pumps,Antifreeze recovery equipment,49-3023.00,Automotive Service Technicians and Mechanics
27111603,Anvils,Anvils,49-3023.00,Automotive Service Technicians and Mechanics
24101503,Dollies,Auto body dollies,49-3023.00,Automotive Service Technicians and Mechanics
43211905,Organic light emitting displays,Auto scanners,49-3023.00,Automotive Service Technicians and Mechanics
43211905,Organic light emitting displays,Automotive on-board diagnostics scanners,49-3023.00,Automotive Service Technicians and Mechanics
27112302,Awls,Awls,49-3023.00,Automotive Service Technicians and Mechanics
27111712,Pullers,Ball joint separators,49-3023.00,Automotive Service Technicians and Mechanics
27111616,Ball peen hammer,Ball peen hammers,49-3023.00,Automotive Service Technicians and Mechanics
23241509,Metal band sawing machine,Bandsaws,49-3023.00,Automotive Service Technicians and Mechanics
26111704,Battery chargers,Battery chargers,49-3023.00,Automotive Service Technicians and Mechanics
41103302,Battery acid hydrometers,Battery hydrometers,49-3023.00,Automotive Service Technicians and Mechanics
26111704,Battery chargers,Battery jump starters,49-3023.00,Automotive Service Technicians and Mechanics
26111719,Battery testers,Battery load testers,49-3023.00,Automotive Service Technicians and Mechanics
26111719,Battery testers,Battery/alternator testers,49-3023.00,Automotive Service Technicians and Mechanics
27111712,Pullers,Bearing pullers,49-3023.00,Automotive Service Technicians and Mechanics
23242304,Tracer or duplicating or contouring lathe,Bench lathes,49-3023.00,Automotive Service Technicians and Mechanics
27111512,Bolt cutters,Bolt cutters,49-3023.00,Automotive Service Technicians and Mechanics
41111647,Hole gauge,Bore gauges,49-3023.00,Automotive Service Technicians and Mechanics
41111716,Borescope inspection equipment,Borescopes,49-3023.00,Automotive Service Technicians and Mechanics
27111705,Box end wrenches,Box end wrenches,49-3023.00,Automotive Service Technicians and Mechanics
41103306,Pneumatic vacuum equipment,Brake bleeders,49-3023.00,Automotive Service Technicians and Mechanics
25191726,Automotive honing machine,Brake cylinder hones,49-3023.00,Automotive Service Technicians and Mechanics
25191714,Brake drum lathe,Brake drum lathes,49-3023.00,Automotive Service Technicians and Mechanics
27112501,Pipe bending tools,Brake line flaring tools,49-3023.00,Automotive Service Technicians and Mechanics
25191726,Automotive honing machine,Brake rotor hones,49-3023.00,Automotive Service Technicians and Mechanics
25171718,Brake repair kits,Brake shoe tools,49-3023.00,Automotive Service Technicians and Mechanics
25171718,Brake repair kits,Brake tools,49-3023.00,Automotive Service Technicians and Mechanics
27111602,Hammers,Brass hammers,49-3023.00,Automotive Service Technicians and Mechanics
27111714,Specialty wrenches,Breaker bars,49-3023.00,Automotive Service Technicians and Mechanics
27112702,Power buffers,Buffers,49-3023.00,Automotive Service Technicians and Mechanics
27131501,Pneumatic impact wrenches,Butterfly air wrenches,49-3023.00,Automotive Service Technicians and Mechanics
23241616,Wire or cable cutter,Cable cutters,49-3023.00,Automotive Service Technicians and Mechanics
41111621,Calipers,Calipers,49-3023.00,Automotive Service Technicians and Mechanics
41113604,Capacitance meters,Capacity testers,49-3023.00,Automotive Service Technicians and Mechanics
27141001,Trim or molding tools,Carbon scrapers,49-3023.00,Automotive Service Technicians and Mechanics
41113102,Catalytic combustion analyzers,Catalytic combustion analyzers,49-3023.00,Automotive Service Technicians and Mechanics
27111505,Punches or nail sets or drifts,Center punches,49-3023.00,Automotive Service Technicians and Mechanics
24101602,Hoists,Chain hoists,49-3023.00,Automotive Service Technicians and Mechanics
27111714,Specialty wrenches,Chain wrenches,49-3023.00,Automotive Service Technicians and Mechanics
27112115,Locking pliers,Channel lock pliers,49-3023.00,Automotive Service Technicians and Mechanics
41113642,Circuit tester,Circuit testers,49-3023.00,Automotive Service Technicians and Mechanics
27112709,Power saws,Circular saws,49-3023.00,Automotive Service Technicians and Mechanics
41113630,Multimeters,Clamp-on multimeters,49-3023.00,Automotive Service Technicians and Mechanics
27111618,Claw hammer,Claw hammers,49-3023.00,Automotive Service Technicians and Mechanics
27112103,Hand clamps,Clutch holding tools,49-3023.00,Automotive Service Technicians and Mechanics
27111714,Specialty wrenches,Clutch wrenches,49-3023.00,Automotive Service Technicians and Mechanics
43211701,Bar code reader equipment,Code readers,49-3023.00,Automotive Service Technicians and Mechanics
25191801,Growler tester,Coil testers,49-3023.00,Automotive Service Technicians and Mechanics
27111901,Cold chisels,Cold chisels,49-3023.00,Automotive Service Technicians and Mechanics
27112139,Combination pliers,Combination pliers,49-3023.00,Automotive Service Technicians and Mechanics
27111713,Combination wrenches,Combination wrenches,49-3023.00,Automotive Service Technicians and Mechanics
46171613,Gas detectors,Combustible gas detectors,49-3023.00,Automotive Service Technicians and Mechanics
41111809,Leak testing equipment,Combustion leak detectors,49-3023.00,Automotive Service Technicians and Mechanics
41114602,Compression testers,Compression analyzers,49-3023.00,Automotive Service Technicians and Mechanics
41114602,Compression testers,Compression testers,49-3023.00,Automotive Service Technicians and Mechanics
41111917,Digital testers,Computerized engine analyzers,49-3023.00,Automotive Service Technicians and Mechanics
43211715,Portable data input terminals,Computerized scanners,49-3023.00,Automotive Service Technicians and Mechanics
25191702,Wheel alignment equipment,Computerized suspension analyzers,49-3023.00,Automotive Service Technicians and Mechanics
41113642,Circuit tester,Continuity testers,49-3023.00,Automotive Service Technicians and Mechanics
27111706,Open end wrenches,Crescent wrenches,49-3023.00,Automotive Service Technicians and Mechanics
23271702,Blow torch,Cutting torches,49-3023.00,Automotive Service Technicians and Mechanics
41114602,Compression testers,Cylinder leakage testers,49-3023.00,Automotive Service Technicians and Mechanics
27111526,Deburring tool,Deburring tools,49-3023.00,Automotive Service Technicians and Mechanics
27111712,Pullers,Dent pullers,49-3023.00,Automotive Service Technicians and Mechanics
43211507,Desktop computers,Desktop computers,49-3023.00,Automotive Service Technicians and Mechanics
43211905,Organic light emitting displays,Diagnostic code readers,49-3023.00,Automotive Service Technicians and Mechanics
27112114,Diagonal cut pliers,Diagonal cutting pliers,49-3023.00,Automotive Service Technicians and Mechanics
41111621,Calipers,Dial calipers,49-3023.00,Automotive Service Technicians and Mechanics
41111630,Dial indicator or dial gauge,Dial gauges,49-3023.00,Automotive Service Technicians and Mechanics
41111630,Dial indicator or dial gauge,Dial indicators,49-3023.00,Automotive Service Technicians and Mechanics
41112403,Pressure indicators,Diesel modulator shift testers,49-3023.00,Automotive Service Technicians and Mechanics
25171718,Brake repair kits,Disc brake pad spreaders,49-3023.00,Automotive Service Technicians and Mechanics
27111603,Anvils,Dolly blocks,49-3023.00,Automotive Service Technicians and Mechanics
27112845,Drill bit set,Drill bit sets,49-3023.00,Automotive Service Technicians and Mechanics
23241801,Drill press or radial drill,Drill presses,49-3023.00,Automotive Service Technicians and Mechanics
26101718,Engine ignition systems,Dwell meters,49-3023.00,Automotive Service Technicians and Mechanics
41114501,Dynamometers,Dynamometers,49-3023.00,Automotive Service Technicians and Mechanics
27112703,Power drills,Electric drills,49-3023.00,Automotive Service Technicians and Mechanics
25191726,Automotive honing machine,Engine cylinder hones,49-3023.00,Automotive Service Technicians and Mechanics
41112403,Pressure indicators,Engine oil pressure testers,49-3023.00,Automotive Service Technicians and Mechanics
25191704,Engine or vehicle stands,Engine stands,49-3023.00,Automotive Service Technicians and Mechanics
41113101,Automotive exhaust emission analyzers,Exhaust analyzers,49-3023.00,Automotive Service Technicians and Mechanics
23241610,Pipe or tube cutter,Exhaust/tail pipe cutters,49-3023.00,Automotive Service Technicians and Mechanics
27112110,Retaining ring pliers,External snap ring pliers,49-3023.00,Automotive Service Technicians and Mechanics
41111617,Feeler gauges,Feeler gauges,49-3023.00,Automotive Service Technicians and Mechanics
27111714,Specialty wrenches,Filter wrenches,49-3023.00,Automotive Service Technicians and Mechanics
27111714,Specialty wrenches,Flare nut wrenches,49-3023.00,Automotive Service Technicians and Mechanics
27112728,Power flaring tool,Flaring tools,49-3023.00,Automotive Service Technicians and Mechanics
27111929,Flat hand file,Flat files,49-3023.00,Automotive Service Technicians and Mechanics
24101603,Forklifts,Forklifts,49-3023.00,Automotive Service Technicians and Mechanics
25191704,Engine or vehicle stands,Frame racks,49-3023.00,Automotive Service Technicians and Mechanics
40151502,Vacuum pumps,Freon recovery equipment,49-3023.00,Automotive Service Technicians and Mechanics
25191702,Wheel alignment equipment,Front end alignment equipment,49-3023.00,Automotive Service Technicians and Mechanics
47131828,Automotive cleaners,Fuel injection cleaners,49-3023.00,Automotive Service Technicians and Mechanics
41112403,Pressure indicators,Fuel pressure testers,49-3023.00,Automotive Service Technicians and Mechanics
23271707,Gas welding or brazing or cutting apparatus,Gas welding equipment,49-3023.00,Automotive Service Technicians and Mechanics
47121812,Cleaning scrapers,Gasket scrapers,49-3023.00,Automotive Service Technicians and Mechanics
27111712,Pullers,Gear puller tools,49-3023.00,Automotive Service Technicians and Mechanics
27111712,Pullers,Gear pullers,49-3023.00,Automotive Service Technicians and Mechanics
27111714,Specialty wrenches,Gear wrenches,49-3023.00,Automotive Service Technicians and Mechanics
43211905,Organic light emitting displays,Graphing scanners,49-3023.00,Automotive Service Technicians and Mechanics
27112901,Grease guns,Grease guns,49-3023.00,Automotive Service Technicians and Mechanics
27112704,Power grinders,Grinding equipment,49-3023.00,Automotive Service Technicians and Mechanics
27111559,Hacksaw,Hacksaws,49-3023.00,Automotive Service Technicians and Mechanics
27111602,Hammers,Hammers,49-3023.00,Automotive Service Technicians and Mechanics
27112103,Hand clamps,Hand clamps,49-3023.00,Automotive Service Technicians and Mechanics
