commodity_code,commodity_title,example,onet_soc_code,title
44101809,Desktop calculator,10-key calculators,11-1011.00,Chief Executives
43211507,Desktop computers,Desktop computers,11-1011.00,Chief Executives
43211503,Notebook computers,Laptop computers,11-1011.00,Chief Executives
43211508,Personal computers,Personal computers,11-1011.00,Chief Executives
43211504,Personal digital assistant PDAs or organizers,Personal digital assistants PDA,11-1011.00,Chief Executives
43191501,Mobile phones,Smartphones,11-1011.00,Chief Executives
43201813,High capacity removable media drives,Universal serial bus USB flash drives,11-1011.00,Chief Executives
44101809,Desktop calculator,10-key calculators,11-1011.03,Chief Sustainability Officers
43211711,Scanners,Computer data input scanners,11-1011.03,Chief Sustainability Officers
43211507,Desktop computers,Desktop computers,11-1011.03,Chief Sustainability Officers
43211715,Portable data input terminals,Handheld computers,11-1011.03,Chief Sustainability Officers
43211503,Notebook computers,Laptop computers,11-1011.03,Chief Sustainability Officers
43191507,Special purpose telephones,Multi-line telephone systems,11-1011.03,Chief Sustainability Officers
43211508,Personal computers,Personal computers,11-1011.03,Chief Sustainability Officers
44101501,Photocopiers,Photocopying equipment,11-1011.03,Chief Sustainability Officers
43191501,Mobile phones,Smartphones,11-1011.03,Chief Sustainability Officers
45111902,Videoconferencing systems,Video teleconferencing systems,11-1011.03,Chief Sustainability Officers
44101809,Desktop calculator,10-key calculators,11-1021.00,General and Operations Managers
43191501,Mobile phones,Cell phones,11-1021.00,General and Operations Managers
43211711,Scanners,Computer scanners,11-1021.00,General and Operations Managers
43211702,Magnetic stripe readers and encoders,Credit card processing machines,11-1021.00,General and Operations Managers
43211507,Desktop computers,Desktop computers,11-1021.00,General and Operations Managers
45121504,Digital cameras,Digital cameras,11-1021.00,General and Operations Managers
24101504,Hand trucks or accessories,Handtrucks,11-1021.00,General and Operations Managers
41103418,Temperature and humidity walk in environmental chamber,Humidity test chambers,11-1021.00,General and Operations Managers
43211503,Notebook computers,Laptop computers,11-1021.00,General and Operations Managers
43211702,Magnetic stripe readers and encoders,Magnetic card readers,11-1021.00,General and Operations Managers
43211508,Personal computers,Personal computers,11-1021.00,General and Operations Managers
43211504,Personal digital assistant PDAs or organizers,Personal digital assistants PDA,11-1021.00,General and Operations Managers
44101501,Photocopiers,Photocopying equipment,11-1021.00,General and Operations Managers
43211505,Point of sale POS terminal,Point of sale POS systems,11-1021.00,General and Operations Managers
41114508,Surface testers,Profilometers,11-1021.00,General and Operations Managers
41115403,Spectrometers,Spectrometers,11-1021.00,General and Operations Managers
46171610,Security cameras,Surveillance cameras,11-1021.00,General and Operations Managers
41103305,High vacuum equipment,Vacuum test chambers,11-1021.00,General and Operations Managers
43212105,Laser printers,Computer laser printers,11-1031.00,Legislators
43211503,Notebook computers,Laptop computers,11-1031.00,Legislators
43211509,Tablet computers,Tablet computers,11-1031.00,Legislators
43212105,Laser printers,Wireless desktop printers,11-1031.00,Legislators
43211711,Scanners,Computer data input scanners,11-2011.00,Advertising and Promotions Managers
43211507,Desktop computers,Desktop computers,11-2011.00,Advertising and Promotions Managers
43211715,Portable data input terminals,Handheld computers,11-2011.00,Advertising and Promotions Managers
43211503,Notebook computers,Laptop computers,11-2011.00,Advertising and Promotions Managers
44101508,Laser fax machine,Laser facsimile machines,11-2011.00,Advertising and Promotions Managers
43191507,Special purpose telephones,Multi-line telephone systems,11-2011.00,Advertising and Promotions Managers
43211503,Notebook computers,Notebook computers,11-2011.00,Advertising and Promotions Managers
43211508,Personal computers,Personal computers,11-2011.00,Advertising and Promotions Managers
43211504,Personal digital assistant PDAs or organizers,Personal digital assistants PDA,11-2011.00,Advertising and Promotions Managers
44101501,Photocopiers,Photocopying equipment,11-2011.00,Advertising and Promotions Managers
43211711,Scanners,Scanners,11-2011.00,Advertising and Promotions Managers
43211509,Tablet computers,Tablet computers,11-2011.00,Advertising and Promotions Managers
43211507,Desktop computers,Desktop computers,11-2021.00,Marketing Managers
44101508,Laser fax machine,Laser facsimile machines,11-2021.00,Marketing Managers
43211503,Notebook computers,Notebook computers,11-2021.00,Marketing Managers
43211508,Personal computers,Personal computers,11-2021.00,Marketing Managers
43211504,Personal digital assistant PDAs or organizers,Personal digital assistants PDA,11-2021.00,Marketing Managers
44101501,Photocopiers,Photocopiers,11-2021.00,Marketing Managers
43211711,Scanners,Scanners,11-2021.00,Marketing Managers
43211509,Tablet computers,Tablet computers,11-2021.00,Marketing Managers
43211507,Desktop computers,Desktop computers,11-2022.00,Sales Managers
43211503,Notebook computers,Notebook computers,11-2022.00,Sales Managers
43211508,Personal computers,Personal computers,11-2022.00,Sales Managers
43211711,Scanners,Scanners,11-2022.00,Sales Managers
43211509,Tablet computers,Tablet computers,11-2022.00,Sales Managers
43211711,Scanners,Computer scanners,11-2032.00,Public Relations Managers
43211507,Desktop computers,Desktop computers,11-2032.00,Public Relations Managers
43211503,Notebook computers,Laptop computers,11-2032.00,Public Relations Managers
43191507,Special purpose telephones,Multi-line telephone systems,11-2032.00,Public Relations Managers
43211508,Personal computers,Personal computers,11-2032.00,Public Relations Managers
44101501,Photocopiers,Photocopying equipment,11-2032.00,Public Relations Managers
43211711,Scanners,Computer scanners,11-2033.00,Fundraising Managers
43211507,Desktop computers,Desktop computers,11-2033.00,Fundraising Managers
43211503,Notebook computers,Laptop computers,11-2033.00,Fundraising Managers
43191507,Special purpose telephones,Multi-line telephone systems,11-2033.00,Fundraising Managers
43211508,Personal computers,Personal computers,11-2033.00,Fundraising Managers
44101501,Photocopiers,Photocopying equipment,11-2033.00,Fundraising Managers
44101809,Desktop calculator,10-key calculators,11-3012.00,Administrative Services Managers
43211507,Desktop computers,Desktop computers,11-3012.00,Administrative Services Managers
43211503,Notebook computers,Laptop computers,11-3012.00,Administrative Services Managers
44101508,Laser fax machine,Laser facsimile machines,11-3012.00,Administrative Services Managers
43191501,Mobile phones,Mobile phones,11-3012.00,Administrative Services Managers
43191507,Special purpose telephones,Multi-line telephone systems,11-3012.00,Administrative Services Managers
43211503,Notebook computers,Notebook computers,11-3012.00,Administrative Services Managers
43211508,Personal computers,Personal computers,11-3012.00,Administrative Services Managers
43211504,Personal digital assistant PDAs or organizers,Personal digital assistants PDA,11-3012.00,Administrative Services Managers
44101501,Photocopiers,Photocopying equipment,11-3012.00,Administrative Services Managers
43211711,Scanners,Scanners,11-3012.00,Administrative Services Managers
43211509,Tablet computers,Tablet computers,11-3012.00,Administrative Services Managers
44101809,Desktop calculator,10-key calculators,11-3013.00,Facilities Managers
43211507,Desktop computers,Desktop computers,11-3013.00,Facilities Managers
43211503,Notebook computers,Laptop computers,11-3013.00,Facilities Managers
44101508,Laser fax machine,Laser facsimile machines,11-3013.00,Facilities Managers
43191501,Mobile phones,Mobile phones,11-3013.00,Facilities Managers
43191507,Special purpose telephones,Multi-line telephone systems,11-3013.00,Facilities Managers
43211503,Notebook computers,Notebook computers,11-3013.00,Facilities Managers
43211508,Personal computers,Personal computers,11-3013.00,Facilities Managers
44101501,Photocopiers,Photocopying equipment,11-3013.00,Facilities Managers
43211711,Scanners,Scanners,11-3013.00,Facilities Managers
43211509,Tablet computers,Tablet computers,11-3013.00,Facilities Managers
46171608,Motion detectors,Approach detection systems,11-3013.01,Security Managers
43212105,Laser printers,Computer laser printers,11-3013.01,Security Managers
46171635,Chemical agent detector,Explosives detectors,11-3013.01,Security Managers
46171604,Alarm systems,Fire alarm systems,11-3013.01,Security Managers
46171619,Security or access control systems,Keyless entry systems,11-3013.01,Security Managers
43211503,Notebook computers,Laptop computers,11-3013.01,Security Managers
43191507,Special purpose telephones,Multiline telephone systems,11-3013.01,Security Managers
43211508,Personal computers,Personal computers,11-3013.01,Security Managers
46171619,Security or access control systems,Physical access control systems,11-3013.01,Security Managers
46171604,Alarm systems,Security alarm systems,11-3013.01,Security Managers
43221522,Teleconference equipment,Teleconferencing equipment,11-3013.01,Security Managers
46171612,Video monitors,Video surveillance systems,11-3013.01,Security Managers
45111902,Videoconferencing systems,Videoconferencing equipment,11-3013.01,Security Managers
43222625,Access servers,Access servers,11-3021.00,Computer and Information Systems Managers
43211501,Computer servers,Computer servers,11-3021.00,Computer and Information Systems Managers
27113203,Computer tool kits,Computer tool kits,11-3021.00,Computer and Information Systems Managers
43211501,Computer servers,File servers,11-3021.00,Computer and Information Systems Managers
43201407,Peripheral controller cards,Industry standard architecture/peripheral component interconnect ISA/PCI cards,11-3021.00,Computer and Information Systems Managers
43212104,Inkjet printers,Inkjet printers,11-3021.00,Computer and Information Systems Managers
43211501,Computer servers,Internet Information Services IIS Servers,11-3021.00,Computer and Information Systems Managers
44101508,Laser fax machine,Laser facsimile machines,11-3021.00,Computer and Information Systems Managers
43212105,Laser printers,Laser printers,11-3021.00,Computer and Information Systems Managers
43211512,Mainframe computers,Mainframe computers,11-3021.00,Computer and Information Systems Managers
43211501,Computer servers,Mid-range computers,11-3021.00,Computer and Information Systems Managers
43211501,Computer servers,Minicomputers,11-3021.00,Computer and Information Systems Managers
43211501,Computer servers,Netware servers,11-3021.00,Computer and Information Systems Managers
41113711,Network analyzers,Network analyzers,11-3021.00,Computer and Information Systems Managers
43201404,Network interface cards,Network interface cards NIC,11-3021.00,Computer and Information Systems Managers
43222609,Network routers,Network routers,11-3021.00,Computer and Information Systems Managers
43222612,Network switches,Network switches,11-3021.00,Computer and Information Systems Managers
43211508,Personal computers,Personal computers,11-3021.00,Computer and Information Systems Managers
44101501,Photocopiers,Photocopiers,11-3021.00,Computer and Information Systems Managers
43201537,Print servers,Print servers,11-3021.00,Computer and Information Systems Managers
27111505,Punches or nail sets or drifts,Punchdown tools,11-3021.00,Computer and Information Systems Managers
43222627,Integrated services digital network ISDN access devices,Robot automation tool,11-3021.00,Computer and Information Systems Managers
27111701,Screwdrivers,Screwdrivers,11-3021.00,Computer and Information Systems Managers
43211501,Computer servers,Storage servers,11-3021.00,Computer and Information Systems Managers
43221522,Teleconference equipment,Teleconferencing equipment,11-3021.00,Computer and Information Systems Managers
43211501,Computer servers,Web servers,11-3021.00,Computer and Information Systems Managers
43211502,High end computer servers,Workstations,11-3021.00,Computer and Information Systems Managers
44101809,Desktop calculator,10-key calculators,11-3031.00,Financial Managers
43211507,Desktop computers,Desktop computers,11-3031.00,Financial Managers
43211503,Notebook computers,Notebook computers,11-3031.00,Financial Managers
43211508,Personal computers,Personal computers,11-3031.00,Financial Managers
43211504,Personal digital assistant PDAs or organizers,Personal digital assistants PDA,11-3031.00,Financial Managers
43211711,Scanners,Scanners,11-3031.00,Financial Managers
43211509,Tablet computers,Tablet computers,11-3031.00,Financial Managers
44101809,Desktop calculator,10-key calculators,11-3031.01,Treasurers and Controllers
43211507,Desktop computers,Desktop computers,11-3031.01,Treasurers and Controllers
43211503,Notebook computers,Notebook computers,11-3031.01,Treasurers and Controllers
43211508,Personal computers,Personal computers,11-3031.01,Treasurers and Controllers
43211504,Personal digital assistant PDAs or organizers,Personal digital assistants PDA,11-3031.01,Treasurers and Controllers
43211509,Tablet computers,Tablet computers,11-3031.01,Treasurers and Controllers
43211507,Desktop computers,Desktop computers,11-3031.03,Investment Fund Managers
43211503,Notebook computers,Laptop computers,11-3031.03,Investment Fund Managers
43191507,Special purpose telephones,Multiline telephone systems,11-3031.03,Investment Fund Managers
43211508,Personal computers,Personal computers,11-3031.03,Investment Fund Managers
43221522,Teleconference equipment,Teleconferencing equipment,11-3031.03,Investment Fund Managers
45111902,Videoconferencing systems,Videoconferencing equipment,11-3031.03,Investment Fund Managers
41104008,Air samplers or collectors,Air samplers,11-3051.00,Industrial Production Managers
25101905,All terrain vehicles tracked or wheeled,All terrain vehicles ATV,11-3051.00,Industrial Production Managers
26131701,Combustible or hazardous gas detectors for power generators,Combustible gas monitors,11-3051.00,Industrial Production Managers
43211507,Desktop computers,Desktop computers,11-3051.00,Industrial Production Managers
26111601,Diesel generators,Diesel reciprocating engine generator sets,11-3051.00,Industrial Production Managers
26131608,Flare or vent stacks,Enclosed flares,11-3051.00,Industrial Production Managers
24101603,Forklifts,Forklifts,11-3051.00,Industrial Production Managers
46171613,Gas detectors,Gas leak detectors,11-3051.00,Industrial Production Managers
26111604,Gas generators,Gas reciprocating engine generator sets,11-3051.00,Industrial Production Managers
41114401,Anemometers,Micro anemometers,11-3051.00,Industrial Production Managers
41113118,Multi gas monitors,Multiple gas monitors,11-3051.00,Industrial Production Managers
43211503,Notebook computers,Notebook computers,11-3051.00,Industrial Production Managers
26131608,Flare or vent stacks,Open flares,11-3051.00,Industrial Production Managers
41113110,Oxygen gas analyzers,Oxygen analyzers,11-3051.00,Industrial Production Managers
43211508,Personal computers,Personal computers,11-3051.00,Industrial Production Managers
43211504,Personal digital assistant PDAs or organizers,Personal digital assistants PDA,11-3051.00,Industrial Production Managers
41111927,Pressure sensors,Pressure gauges,11-3051.00,Industrial Production Managers
40141604,Safety valves,Pressure valves,11-3051.00,Industrial Production Managers
43211711,Scanners,Scanners,11-3051.00,Industrial Production Managers
27111803,Squares,Squares,11-3051.00,Industrial Production Managers
43211509,Tablet computers,Tablet computers,11-3051.00,Industrial Production Managers
27111801,Tape measures,Tape measures,11-3051.00,Industrial Production Managers
41111648,Taper gauge,Taper gauges,11-3051.00,Industrial Production Managers
25101507,Light trucks or sport utility vehicles,Utility trucks,11-3051.00,Industrial Production Managers
41111621,Calipers,Vernier calipers,11-3051.00,Industrial Production Managers
41121502,Laboratory diluters,Automated diluters,11-3051.01,Quality Control Systems Managers
41113037,Microplate readers,Automated microplate ELISA readers,11-3051.01,Quality Control Systems Managers
41115819,Immunology analyzers,Cellular assay equipment,11-3051.01,Quality Control Systems Managers
43212104,Inkjet printers,Computer inkjet printers,11-3051.01,Quality Control Systems Managers
41105307,Instrumentation for capillary electrophoresis,Electrophoresis equipment,11-3051.01,Quality Control Systems Managers
41115408,Infrared spectrometers,Fourier transfer infrared FTIR spectrometers,11-3051.01,Quality Control Systems Managers
41115703,Gas chromatographs,Gas chromatography equipment,11-3051.01,Quality Control Systems Managers
43211715,Portable data input terminals,Handheld data collectors,11-3051.01,Quality Control Systems Managers
41115403,Spectrometers,Infrared spectroscopic equipment,11-3051.01,Quality Control Systems Managers
41111517,Analytical balances,Laboratory analytical balances,11-3051.01,Quality Control Systems Managers
41103903,Benchtop centrifuges,Laboratory benchtop centrifuges,11-3051.01,Quality Control Systems Managers
41104806,Extracting equipment for laboratories,Laboratory extraction equipment,11-3051.01,Quality Control Systems Managers
41111513,Moisture balances,Laboratory moisture balances,11-3051.01,Quality Control Systems Managers
43211503,Notebook computers,Laptop computers,11-3051.01,Quality Control Systems Managers
41115705,Liquid chromatographs,Liquid chromatography equipment,11-3051.01,Quality Control Systems Managers
43211508,Personal computers,Personal computers,11-3051.01,Quality Control Systems Managers
41115603,pH meters,pH analyzers,11-3051.01,Quality Control Systems Managers
41115602,Titration equipment,Titrators,11-3051.01,Quality Control Systems Managers
43211715,Portable data input terminals,Dataloggers,11-3051.02,Geothermal Production Managers
43211507,Desktop computers,Desktop computers,11-3051.02,Geothermal Production Managers
26111601,Diesel generators,Diesel-powered generators,11-3051.02,Geothermal Production Managers
24101603,Forklifts,Forklifts,11-3051.02,Geothermal Production Managers
43211503,Notebook computers,Laptop computers,11-3051.02,Geothermal Production Managers
40151510,Water pumps,Large volume water pumps,11-3051.02,Geothermal Production Managers
24101623,Tower cranes,Material moving cranes,11-3051.02,Geothermal Production Managers
43191510,Two way radios,Mobile radios,11-3051.02,Geothermal Production Managers
43191507,Special purpose telephones,Multi-line telephone systems,11-3051.02,Geothermal Production Managers
43211508,Personal computers,Personal computers,11-3051.02,Geothermal Production Managers
32101628,Microcontrollers,Programmable logic controllers PLC,11-3051.02,Geothermal Production Managers
41104008,Air samplers or collectors,Air monitoring equipment,11-3051.03,Biofuels Production Managers
40141607,Ball valves,Ball valves,11-3051.03,Biofuels Production Managers
24101712,Belt conveyors,Belt conveyor systems,11-3051.03,Biofuels Production Managers
43211507,Desktop computers,Desktop computers,11-3051.03,Biofuels Production Managers
46182002,Respirators,Dust and particulate respirators,11-3051.03,Biofuels Production Managers
46171603,Clock timers,Electric timing devices,11-3051.03,Biofuels Production Managers
46171604,Alarm systems,Emergency alarm systems,11-3051.03,Biofuels Production Managers
41104301,Standard fermentation units,Fermentation processing vessels,11-3051.03,Biofuels Production Managers
40141609,Control valves,Flow control valves FCV,11-3051.03,Biofuels Production Managers
24101603,Forklifts,Forklifts,11-3051.03,Biofuels Production Managers
40141613,Gate valves,Gate butterfly valves,11-3051.03,Biofuels Production Managers
41121805,Laboratory graduated cylinders,Glass graduated cylinders,11-3051.03,Biofuels Production Managers
41104501,Laboratory mechanical convection ovens,Gravity convection ovens,11-3051.03,Biofuels Production Managers
40151506,Hand pumps,Hand sampling pumps,11-3051.03,Biofuels Production Managers
47131905,Spill kits,Hazardous material spill kits,11-3051.03,Biofuels Production Managers
43191510,Two way radios,Mobile radios,11-3051.03,Biofuels Production Managers
41112304,Moisture meters,Moisture analyzers,11-3051.03,Biofuels Production Managers
41105003,Test sieves,Mole sieves,11-3051.03,Biofuels Production Managers
43211508,Personal computers,Personal computers,11-3051.03,Biofuels Production Managers
41115603,pH meters,pH probes,11-3051.03,Biofuels Production Managers
41121804,Laboratory flasks,Reaction flasks,11-3051.03,Biofuels Production Managers
41104015,Plant samples analysis equipment,Sample ports,11-3051.03,Biofuels Production Managers
46182004,Respiration air supplying self contained breathing apparatus or accessories,Self-contained breathing apparatus,11-3051.03,Biofuels Production Managers
40141611,Globe valves,Stop valves,11-3051.03,Biofuels Production Managers
40141609,Control valves,Throttle control valves TCV,11-3051.03,Biofuels Production Managers
40102001,Fire tube boilers,Biomass boilers,11-3051.04,Biomass Power Plant Managers
40102001,Fire tube boilers,Bubbling fluidized bed boilers,11-3051.04,Biomass Power Plant Managers
40102001,Fire tube boilers,Circulating fluidized bed boilers,11-3051.04,Biomass Power Plant Managers
40101703,Evaporative coolers,Cooling towers,11-3051.04,Biomass Power Plant Managers
43211507,Desktop computers,Desktop computers,11-3051.04,Biomass Power Plant Managers
26111608,Steam generators,Heat recovery steam generators,11-3051.04,Biomass Power Plant Managers
43211503,Notebook computers,Laptop computers,11-3051.04,Biomass Power Plant Managers
43211508,Personal computers,Personal computers,11-3051.04,Biomass Power Plant Managers
24101708,Extendable conveyors,Radial stackers,11-3051.04,Biomass Power Plant Managers
40102002,Water tube boiler,Steam boilers,11-3051.04,Biomass Power Plant Managers
26101505,Steam engines,Steam turbines,11-3051.04,Biomass Power Plant Managers
41104007,Water samplers,Water samplers,11-3051.04,Biomass Power Plant Managers
22101715,Batching plants or feeders,Wood feed systems,11-3051.04,Biomass Power Plant Managers
40142207,Water level regulator,Dam water flow controls,11-3051.06,Hydroelectric Production Managers
43211507,Desktop computers,Desktop computers,11-3051.06,Hydroelectric Production Managers
39121601,Circuit breakers,Electrical circuit breakers,11-3051.06,Hydroelectric Production Managers
26131808,Substation load control switchgears,Electrical switch gear,11-3051.06,Hydroelectric Production Managers
26111606,Hydraulic generators,Hydraulic power generation equipment,11-3051.06,Hydroelectric Production Managers
26131803,Generator control or protection panels,Hydroelectric power generator controls,11-3051.06,Hydroelectric Production Managers
26101506,Turbine engines,Impulse turbines,11-3051.06,Hydroelectric Production Managers
43211503,Notebook computers,Laptop computers,11-3051.06,Hydroelectric Production Managers
43191510,Two way radios,Mobile radios,11-3051.06,Hydroelectric Production Managers
43211508,Personal computers,Personal computers,11-3051.06,Hydroelectric Production Managers
39121002,Power supply transformers,Power transformers,11-3051.06,Hydroelectric Production Managers
46181902,Acoustic ear muffs or defenders,Protective ear muffs,11-3051.06,Hydroelectric Production Managers
46182002,Respirators,Protective respirators,11-3051.06,Hydroelectric Production Managers
26101506,Turbine engines,Reaction turbines,11-3051.06,Hydroelectric Production Managers
46181802,Safety glasses,Safety glasses,11-3051.06,Hydroelectric Production Managers
26101506,Turbine engines,Turbine generators,11-3051.06,Hydroelectric Production Managers
44101809,Desktop calculator,10-key calculators,11-3061.00,Purchasing Managers
43211507,Desktop computers,Desktop computers,11-3061.00,Purchasing Managers
43211508,Personal computers,Personal computers,11-3061.00,Purchasing Managers
43211701,Bar code reader equipment,Barcode scanners,11-3071.00,"Transportation, Storage, and Distribution Managers"
55121608,Bar code labels,Barcoding labels,11-3071.00,"Transportation, Storage, and Distribution Managers"
43191501,Mobile phones,Cell phones,11-3071.00,"Transportation, Storage, and Distribution Managers"
43211507,Desktop computers,Desktop computers,11-3071.00,"Transportation, Storage, and Distribution Managers"
45121504,Digital cameras,Digital cameras,11-3071.00,"Transportation, Storage, and Distribution Managers"
24101603,Forklifts,Forklifts,11-3071.00,"Transportation, Storage, and Distribution Managers"
25173107,Vehicular global positioning system GPS,Global positioning systems GPS,11-3071.00,"Transportation, Storage, and Distribution Managers"
43211503,Notebook computers,Laptop computers,11-3071.00,"Transportation, Storage, and Distribution Managers"
44101508,Laser fax machine,Laser facsimile machines,11-3071.00,"Transportation, Storage, and Distribution Managers"
43191507,Special purpose telephones,Multi-line telephone systems,11-3071.00,"Transportation, Storage, and Distribution Managers"
24101505,Pallet trucks,Pallet jacks,11-3071.00,"Transportation, Storage, and Distribution Managers"
43211508,Personal computers,Personal computers,11-3071.00,"Transportation, Storage, and Distribution Managers"
43211504,Personal digital assistant PDAs or organizers,Personal digital assistants PDA,11-3071.00,"Transportation, Storage, and Distribution Managers"
46181509,Hazardous material protective apparel,Personal protective equipment,11-3071.00,"Transportation, Storage, and Distribution Managers"
44101501,Photocopiers,Photocopiers,11-3071.00,"Transportation, Storage, and Distribution Managers"
43221721,Radio frequency data communication equipment,Radio frequency handheld terminals,11-3071.00,"Transportation, Storage, and Distribution Managers"
43211710,Radio frequency identification devices,Radio frequency identification RFID devices,11-3071.00,"Transportation, Storage, and Distribution Managers"
43221721,Radio frequency data communication equipment,Radio frequency truck-mounted terminals,11-3071.00,"Transportation, Storage, and Distribution Managers"
43223209,Location based messaging service platforms,Wireless communication and satellite positioning tools,11-3071.00,"Transportation, Storage, and Distribution Managers"
43211503,Notebook computers,Laptop computers,11-3071.04,Supply Chain Managers
44101508,Laser fax machine,Laser facsimile machines,11-3071.04,Supply Chain Managers
43211508,Personal computers,Personal computers,11-3071.04,Supply Chain Managers
52161522,Radio frequency scanners,Radio frequency identification RFID scanners,11-3071.04,Supply Chain Managers
44101809,Desktop calculator,10-key calculators,11-3111.00,Compensation and Benefits Managers
43211507,Desktop computers,Desktop computers,11-3111.00,Compensation and Benefits Managers
43211503,Notebook computers,Laptop computers,11-3111.00,Compensation and Benefits Managers
45111614,Liquid crystal display projector,Liquid crystal display LCD video projectors,11-3111.00,Compensation and Benefits Managers
43211503,Notebook computers,Notebook computers,11-3111.00,Compensation and Benefits Managers
43201811,Read write digital versatile disc DVD,Optical disk drives,11-3111.00,Compensation and Benefits Managers
43211508,Personal computers,Personal computers,11-3111.00,Compensation and Benefits Managers
43211504,Personal digital assistant PDAs or organizers,Personal digital assistants PDA,11-3111.00,Compensation and Benefits Managers
44101501,Photocopiers,Photocopying equipment,11-3111.00,Compensation and Benefits Managers
43211711,Scanners,Scanners,11-3111.00,Compensation and Benefits Managers
43211509,Tablet computers,Tablet computers,11-3111.00,Compensation and Benefits Managers
43201813,High capacity removable media drives,Universal serial bus USB flash drives,11-3111.00,Compensation and Benefits Managers
46171621,Surveillance video or audio recorders,Audio recording equipment,11-3121.00,Human Resources Managers
43211507,Desktop computers,Desktop computers,11-3121.00,Human Resources Managers
43211503,Notebook computers,Notebook computers,11-3121.00,Human Resources Managers
43211508,Personal computers,Personal computers,11-3121.00,Human Resources Managers
43211711,Scanners,Scanners,11-3121.00,Human Resources Managers
43211507,Desktop computers,Desktop computers,11-3131.00,Training and Development Managers
43211503,Notebook computers,Laptop computers,11-3131.00,Training and Development Managers
45111614,Liquid crystal display projector,Liquid crystal display LCD video projectors,11-3131.00,Training and Development Managers
52161543,MP3 players or recorders,MP3 players,11-3131.00,Training and Development Managers
43211508,Personal computers,Personal computers,11-3131.00,Training and Development Managers
43201813,High capacity removable media drives,Universal serial bus USB flash drives,11-3131.00,Training and Development Managers
45111902,Videoconferencing systems,Videoconferencing equipment,11-3131.00,Training and Development Managers
27111707,Adjustable wrenches,Adjustable hand wrenches,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27112107,Adjustable widemouth pliers,Adjustable widemouth pliers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
40151501,Air pumps,Aeration pumps,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101805,Fog or mist generators,Aerosol foggers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
40151601,Air compressors,Air compression equipment,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
42121507,Veterinary injection or suction unit,Animal blood collection syringes,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101902,Animal husbandry equipment,Animal feeders,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
25181703,Livestock trailers,Animal transportation trailers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
42121507,Veterinary injection or suction unit,Animal vaccination syringes,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21111601,Marine hatchery equipment,Aquaculture tanks,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101902,Animal husbandry equipment,Artificial insemination kits,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
22101713,Backhoe boom or boom sections,Backhoe attachments,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
22101509,Backhoes,Backhoes,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
43211701,Bar code reader equipment,Bar code readers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
24101712,Belt conveyors,Belt conveyor systems,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
41111507,Bench scales,Bench scales,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
40161808,Biological filter media,Biological filters,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101905,Livestock identification equipment,Branding equipment,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101701,Mowers,Brush mowers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21111601,Marine hatchery equipment,Cage nets,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21102303,Greenhouse ventilation equipment,Carbon dioxide systems,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
40151503,Centrifugal pumps,Centrifugal water pumps,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27112709,Power saws,Chain saws,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101801,Sprayers,Chemical sprayers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27112715,Power chippers,Chipping equipment,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27112709,Power saws,Circular saws,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27111618,Claw hammer,Claw hammers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21111601,Marine hatchery equipment,Clockwork belt feeders,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101806,Composter,Composting equipment,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27112703,Power drills,Cordless power drills,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101703,Harvesters,Corn pickers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
43211507,Desktop computers,Desktop computers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
41112302,Psychrometers,Dew point meters,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
41112501,Flowmeters,Digital flowmeters,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
